word,len
摩耗,2
撃剣,2
撃墜,2
撃沈,2
撃滅,2
撃破,2
撃退,2
撃針,2
撃鉄,2
撤兵,2
撤去,2
撤収,2
撤回,2
撤廃,2
撤退,2
撮像,2
撮影,2
撲殺,2
撲滅,2
擁壁,2
擁立,2
擁護,2
操人形,3
操作,2
操業,2
操法,2
操練,2
操縦,2
操船,2
操艦,2
操車,2
擦文,2
擬人,2
擬似,2
擬制,2
擬古,2
擬宝珠,3
擬態,2
擬装,2
擬音,2
支出,2
支局,2
支川,2
支庁,2
支店,2
支度,2
支所,2
支払,2
支持,2
支援,2
支族,2
支柱,2
支流,2
支点,2
支社,2
支給,2
支線,2
支署,2
支脈,2
支藩,2
支那,2
支部,2
支配,2
支配下,3
支配人,3
支隊,2
支障,2
支離滅裂,4
改作,2
改修,2
改元,2
改名,2
改善,2
改変,2
改姓,2
改宗,2
改定,2
改廃,2
改心,2
改悪,2
改憲,2
改新,2
改易,2
改暦,2
改札,2
改正,2
改版,2
改称,2
改稿,2
改築,2
改組,2
改編,2
改良,2
改葬,2
改行,2
改装,2
改訂,2
改訳,2
改質,2
改造,2
改進,2
改選,2
改鋳,2
改革,2
改題,2
攻勢,2
攻囲,2
攻城,2
攻守,2
攻撃,2
攻玉,2
攻略,2
攻防,2
放任,2
放光,2
放免,2
放出,2
放射,2
放尿,2
放心,2
放散,2
放映,2
放校,2
放棄,2
放水,2
放流,2
放浪,2
放漫,2
放火,2
放熱,2
放牧,2
放物,2
放物線面,4
放物面,3
放生,2
放線,2
放置,2
放言,2
放課,2
放談,2
放送,2
放逐,2
放電,2
放題,2
政争,2
政事,2
政令,2
政体,2
政党,2
政務,2
政友,2
政商,2
政変,2
政官,2
政局,2
政庁,2
政府,2
政情,2
政所,2
政教,2
政敵,2
政権,2
政治,2
政治家,3
政法,2
政理,2
政界,2
政略,2
政策,2
政経,2
政綱,2
政見,2
政調,2
政談,2
政財界,3
政道,2
故事,2
故事成語,4
故人,2
故国,2
故地,2
故実,2
故実家,3
故意,2
故郷,2
故障,2
敏感,2
敏腕,2
救世,2
救世主,3
救出,2
救助,2
救命,2
救国,2
救急,2
救援,2
救済,2
救荒,2
救護,2
救貧,2
救難,2
敗北,2
敗因,2
敗戦,2
敗死,2
敗残,2
敗者,2
敗色,2
敗訴,2
敗走,2
敗退,2
教主,2
教会,2
教典,2
教則,2
教務,2
教化,2
教区,2
教員,2
教唆,2
教団,2
教場,2
教壇,2
教委,2
教子,2
教学,2
教官,2
教宣,2
教室,2
教導,2
教師,2
教授,2
教書,2
教本,2
教材,2
教条,2
教権,2
教派,2
教父,2
教王,2
教理,2
教生,2
教皇,2
教示,2
教祖,2
教科,2
教科書体,4
教程,2
教範,2
教練,2
教義,2
教習,2
教職,2
教職員,3
教育,2
教訓,2
教諭,2
教頭,2
教養,2
敢行,2
敢闘,2
散乱,2
散会,2
散光,2
散兵,2
散在,2
散地,2
散布,2
散弾,2
散文,2
散歩,2
散水,2
散漫,2
散発,2
散策,2
散華,2
散見,2
散財,2
散逸,2
散開,2
散骨,2
散髪,2
敬体,2
敬天愛人,4
敬意,2
敬愛,2
敬服,2
敬白,2
敬礼,2
敬神,2
敬称,2
敬老,2
敬語,2
敬遠,2
数人,2
数値,2
数列,2
数十,2
数千,2
数多,2
数奇,2
数奇屋,3
数奇心,3
数字,2
数学,2
数寄屋,3
数寄者,3
数年,2
数式,2
数日,2
数本,2
数次,2
数段,2
数物,2
数独,2
数珠,2
数理,2
数百,2
数的,2
数直線,3
数等,2
数育実習,4
数表,2
数詞,2
数論,2
数量,2
整体,2
整備,2
整列,2
整合,2
整合性,3
整地,2
整形,2
整復,2
整数,2
整流,2
整然,2
整理,2
整調,2
整頓,2
整骨,2
整髪,2
敵中,2
敵側,2
敵兵,2
敵前,2
敵国,2
敵地,2
敵対,2
敵将,2
敵弾,2
敵役,2
敵性,2
敵情,2
敵意,2
敵手,2
敵方,2
敵機,2
敵船,2
敵艦,2
敵視,2
敵討,2
敵軍,2
敵陣,2
敷地,2
敷居,2
敷島,2
敷物,2
敷石,2
敷設,2
文中,2
文久,2
文亀,2
文事,2
文人,2
文人画,3
文会,2
文体,2
文例,2
文保,2
文具,2
文典,2
文化,2
文化人,3
文化団体,4
文化国家,4
文化生活,4
文化祭,3
文化財,3
文博,2
文句,2
文名,2
文和,2
文型,2
文壇,2
文士,2
文字,2
文字言語,4
文字面,3
文学,2
文学作品,4
文学全集,4
文学史,3
文学界,3
文学者,3
文学部,3
文学青年,4
文学青鑑,4
文安,2
文官,2
文展,2
文庫,2
文庫本,3
文弱,2
文意,2
文意体,3
文房,2
文房具,3
文才,2
文摯家,3
文政,2
文教,2
文教地区,4
文数,2
文数地区,4
文明,2
文明人,3
文明国,3
文明覇化,4
文明開化,4
文書,2
文月,2
文末,2
文林,2
文案,2
文楽,2
文楽人形,4
文様,2
文正,2
文武,2
文武両道,4
文武官,3
文殊,2
文民,2
文永,2
文治,2
文法,2
文法論,3
文物,2
文献,2
文献学,3
文珠,2
文理,2
文目,2
文目鳥,3
文盲,2
文相,2
文科,2
文章,2
文章体,3
文筆,2
文筆家,3
文筆業,3
文節,2
文系,2
文縁画,3
文義,2
文脈,2
文致,2
文芸,2
文芸作品,4
文芸家,3
文芸書,3
文董,2
文言,2
文言葉,3
文語,2
文語体,3
文語文,3
文語文法,4
文語法,3
文談,2
文豪,2
文責,2
文通,2
文道,2
文選,2
文部,2
文金,2
文金島田,4
文金風,3
文雅,2
文集,2
文面,2
文革,2
文頭,2
文香,2
文鳥,2
斉一,2
斉唱,2
斉射,2
斉衡,2
斎場,2
斎宮,2
斎戒,2
斎王,2
斎行,2
斎院,2
斑点,2
斑紋,2
斗南,2
料亭,2
料国,2
料地,2
料所,2
料犠,2
料理,2
料理人,3
料理教室,4
料紙,2
料足,2
料醸,2
料金,2
料金所,3
料金表,3
料金議,3
斜交,2
斜体,2
斜坑,2
斜塔,2
斜字,2
斜線,2
斜行,2
斜視,2
斜陽,2
斜面,2
斤量,2
斥候,2
斥力,2
斬撃,2
斬新,2
斬殺,2
斬罪,2
斬首,2
断交,2
断固,2
断定,2
断層,2
断崖,2
断念,2
断末魔,3
断水,2
断然,2
断熱,2
断片,2
断種,2
断章,2
断簡,2
断絶,2
断続,2
断線,2
断罪,2
断腸,2
断行,2
断裂,2
断言,2
断言的,3
断酒,2
断面,2
断面図,3
断頭,2
断食,2
断髪,2
新京,2
新人,2
新人歌手,4
新人王,3
新人類,3
新仮名,3
新任,2
新体,2
新体操,3
新作,2
新修,2
新党,2
新入,2
新入幕,3
新入社員,4
新兵,2
新内,2
新出,2
新刊,2
新制,2
新劇,2
新卒,2
新参,2
新参者,3
新古,2
新品,2
新地,2
新型,2
新報,2
新大陸,3
新奇,2
新妻,2
新婚,2
新婦,2
新子,2
新字,2
新学期,3
新宅,2
新宮,2
新家,2
新居,2
新山,2
新帝,2
新年,2
新年会,3
新幹線,3
新店,2
新式,2
新形,2
新手,2
新政,2
新教,2
新日鉄,3
新旧,2
新星,2
新春,2
新暦,2
新曲,2
新書,2
新月,2
新木,2
新本,2
新株,2
新案,2
新樹,2
新橋,2
新法,2
新派,2
新浪,2
新潟,2
新潮,2
新版,2
新生,2
新生代,3
新生面,3
新田,2
新界,2
新盆,2
新着,2
新知,2
新種,2
新築,2
新米,2
新約,2
新緑,2
新線,2
新編,2
新羅,2
新聞,2
新聞社,3
新聞記事,4
新興,2
新色,2
新芽,2
新葉,2
新薬,2
新装,2
新製,2
新規,2
新訂,2
新設,2
新訳,2
新語,2
新説,2
新調,2
新論,2
新譜,2
新車,2
新造,2
新進,2
新進気鋭,4
新道,2
新選,2
新郎,2
新都,2
新酒,2
新釈,2
新鋭,2
新開,2
新陳代謝,4
新雪,2
新風,2
新館,2
新馬,2
新駅,2
新鮮,2
方丈,2
方人,2
方伯,2
方位,2
方位角,3
方便,2
方便力,3
方円,2
方向,2
方向転換,4
方墳,2
方外,2
方式,2
方形,2
方形造,3
方案,2
方正,2
方法,2
方法論,3
方眼紙,3
方策,2
方舟,2
方角,2
方言,2
方針,2
方陣,2
方面,2
施主,2
施工,2
施政,2
施条,2
施療,2
施策,2
施肥,2
施薬,2
施行,2
施術,2
施設,2
施錠,2
施餓鬼,3
旅人,2
旅先,2
旅券,2
旅団,2
旅客,2
旅客機,3
旅心,2
旅心地,3
旅情,2
旅愁,2
旅日記,3
旅程,2
旅籠,2
旅籠屋,3
旅芸人,3
旅行,2
旅行家,3
旅費,2
旅路,2
旅館,2
旋光,2
旋回,2
旋律,2
旋法,2
旋盤,2
旋風,2
族人,2
族籍,2
族長,2
旗下,2
旗印,2
旗手,2
旗本,2
旗章,2
旗艦,2
旗門,2
旗頭,2
既出,2
既刊,2
既婚,2
既存,2
既定,2
既往,2
既得,2
既成,2
既知,2
既約,2
既製,2
既設,2
既述,2
日一日,3
日中,2
日中行事,4
日仏,2
日仕事,3
日付,2
日伯,2
日体大,3
日傘,2
日債変更線,5
日光,2
日共,2
日出,2
日出時,3
日刊,2
日動,2
日勤,2
日医,2
日南,2
日印,2
日収,2
日叢生活,4
日台,2
日合,2
日向,2
日向水,3
日周運動,4
日和,2
日和山,3
日和見,3
日商,2
日報,2
日変化,3
日夕,2
日外,2
日夜,2
日大,2
日女,2
日子,2
日定,2
日射,2
日展,2
日帝,2
日帳,2
日常,2
日常会話,4
日常茶飯事,5
日弁連,3
日当,2
日影,2
日支,2
日教組,3
日数,2
日文,2
日新,2
日日,2
日日夜夜,4
日日花,3
日日草,3
日時,2
日時計,3
日暮,2
日曜,2
日曜大工,4
日曜画家,4
日月,2
日朝,2
日本,2
日本一,3
日本人,3
日本人町,4
日本刀,3
日本列島,4
日本国,3
日本地図,4
日本家屋,4
日本料理,4
日本時間,4
日本最大,4
日本海流,4
日本聞,3
日本育英会,5
日本茶,3
日本語,3
日本語学,4
日本選手権,5
日本酒,3
日本銀行券,5
日本間,3
日東,2
日次,2
日欧,2
日歩,2
日歯連,3
日比,2
日永,2
日没,2
日没時,3
日活,2
日清,2
日照,2
日独,2
日産,2
日用,2
日用品,3
日用文,3
日番,2
日直,2
日程,2
日立,2
日米,2
日系,2
日系人,3
日経,2
日経連,3
日給,2
日緩,2
日舞,2
日航,2
日色,2
日英,2
日華,2
日薬,2
日裏,2
日襲,2
日西,2
日計,2
日記,2
日記文学,4
日誌,2
日課,2
日豪,2
日赤,2
日越,2
日足,2
日車,2
日輪,2
日進月歩,4
日醸日,3
日醸見,3
日金,2
日鉄,2
日銀,2
日録,2
日鑑,2
日長,2
日間,2
日限,2
日陰,2
日雇,2
日露,2
日面,2
日韓,2
日頃,2
日食,2
日騰,2
旦那,2
旧主,2
旧事,2
旧交,2
旧作,2
旧制,2
旧友,2
旧名,2
旧国,2
旧地,2
旧型,2
旧姓,2
旧字,2
旧宅,2
旧家,2
旧居,2
旧式,2
旧態,2
旧教,2
旧暦,2
旧村,2
旧来,2
旧法,2
旧派,2
旧版,2
旧知,2
旧称,2
旧約,2
旧臣,2
旧蔵,2
旧藩,2
旧記,2
旧訳,2
旧跡,2
旧道,2
旧都,2
旧領,2
旧館,2
旨味,2
早世,2
早乙女,3
早出,2
早口,2
早大,2
早急,2
早慶,2
早春,2
早月,2
早朝,2
早期,2
早漏,2
早瀬,2
早熟,2
早生,2
早産,2
早発,2
早碁,2
早稲田,3
早船,2
早苗,2
早見,2
早計,2
早退,2
早逝,2
早速,2
早霜,2
早馬,2
旬刊,2
旬報,2
旭日昇天,4
旺盛,2
昆布,2
昆明,2
昆虫,2
昇任,2
昇叙,2
昇天,2
昇格,2
昇段,2
昇殿,2
昇竜,2
昇級,2
昇給,2
昇華,2
昇進,2
昇降,2
昇順,2
明主,2
明代,2
明和,2
明哲,2
明器,2
明夜,2
明大,2
明太,2
明年,2
明年度,3
明度,2
明後年,3
明後日,3
明徳,2
明応,2
明快,2
明敏,2
明文,2
明文化,3
明方,2
明日,2
明日天気,4
明日明後日,5
明日葉,3
明明,2
明明後年,4
明明後日,4
明明白白,4
明星,2
明春,2
明暗,2
明暦,2
明月,2
明朗,2
明朗会計,4
明朝,2
明朝体,3
明決,2
明治,2
明治用水,4
明滅,2
明王,2
明白,2
明瞭,2
明知,2
明確,2
明示,2
明神,2
明細,2
明細書,3
明美,2
明色,2
明解,2
明言,2
明記,2
明達,2
明鏡,2
明鏡止水,4
易学,2
易経,2
易者,2
昔気質,3
昔話,2
星印,2
星合,2
星団,2
星図,2
星型,2
星学,2
星宿,2
星座,2
星形,2
星影,2
星月,2
星月夜,3
星空,2
星章,2
星系,2
星表,2
星見,2
星間,2
星雲,2
星霜,2
映倫,2
映像,2
映写,2
映画,2
映配,2
春一番,3
春先,2
春光,2
春分,2
春場所,3
春夏,2
春季,2
春宮,2
春山,2
春意義,3
春日,2
春期,2
春本,2
春歌,2
春水,2
春田,2
春画,2
春眠,2
春秋,2
春節,2
春色,2
春花,2
春花秋月,4
春菊,2
春闘,2
春陽,2
春雨,2
春雷,2
春風,2
春駒,2
春麗,2
昨今,2
昨夜,2
昨季,2
昨年,2
昨日,2
昨晩,2
昭和,2
昭栄,2
是正,2
是認,2
是非,2
昼前,2
昼夜,2
昼寝,2
昼間,2
昼顔,2
昼食,2
昼飯,2
時下,2
時世,2
時中,2
時事,2
時人,2
時代,2
時代劇,3
時代区分,4
時代物,3
時代相,3
時代考証,4
時代背景,4
時価,2
時価発行,4
時分,2
時分時,3
時制,2
時刻,2
時効,2
時勢,2
時化,2
時半,2
時合,2
時報,2
時変,2
時好,2
時季,2
時宗,2
時局,2
時差,2
時折,2
時日,2
時期,2
時機,2
時法,2
時津風,3
時流,2
時点,2
時短,2
時空,2
時節,2
時節到来,4
時給,2
時習,2
時計,2
時計数字,4
時計草,3
時評,2
時論,2
時速,2
時間,2
時間外,3
時間外手当,5
時限,2
時雨,2
時雨心地,4
時雨月,3
晩夏,2
晩年,2
晩御飯,3
晩成,2
晩春,2
晩期,2
晩生,2
晩秋,2
晩酌,2
晩鐘,2
晩養会,3
普及,2
普天,2
普段,2
普請,2
普賢,2
普通,2
普通名詞,4
普遍,2
普選,2
景勝,2
景品,2
景教,2
景気,2
景気変動,4
景色,2
景観,2
景雲,2
晴天,2
晴嵐,2
晴朗,2
晴男,2
晶子,2
暁星,2
暇人,2
暑中,2
暖冬,2
暖地,2
暖房,2
暖気,2
暖流,2
暖炉,2
暖色,2
暗刻,2
暗号,2
暗唱,2
暗喩,2
暗夜,2
暗室,2
暗愚,2
暗殺,2
暗礁,2
暗示,2
暗算,2
暗緑,2
暗色,2
暗視,2
暗記,2
暗証,2
暗躍,2
暗転,2
暗部,2
暗闇,2
暗闘,2
暗雲,2
暗鬼,2
暗黒,2
暗黙,2
暦学,2
暦年,2
暦応,2
暦日,2
暦法,2
暫定,2
暮手小手,4
暴力,2
暴動,2
暴君,2
暴徒,2
暴投,2
暴挙,2
暴政,2
暴漢,2
暴発,2
暴落,2
暴虐,2
暴行,2
暴言,2
暴論,2
暴走,2
暴露,2
暴風,2
暴風雪,3
暴食,2
曇人公,3
曇天,2
曖昧,2
曜日,2
曲名,2
曲射,2
曲想,2
曲技,2
曲折,2
曲水,2
曲物,2
曲率,2
曲目,2
曲線,2
曲者,2
曲舞,2
曲芸,2
曲解,2
曲調,2
曲輪,2
曲集,2
曲面,2
曲順,2
曲馬,2
更地,2
更始,2
更改,2
更新,2
更正,2
更生,2
更衣,2
更迭,2
書中,2
書付,2
書体,2
書写,2
書判,2
書合手形,4
書名,2
書字,2
書家,2
書屋,2
書工,2
書店,2
書庫,2
書式,2
書房,2
書手,2
書斎,2
書本,2
書林,2
書架,2
書案,2
書棚,2
書法,2
書物,2
書物芸,3
書状,2
書生,2
書生論,3
書画,2
書留,2
書留小包,4
書目,2
書簡,2
書簡文,3
書籍,2
書紀,2
書経,2
書芸,2
書見,2
書記,2
書記官,3
書記生,3
書評,2
書誌,2
書跡,2
書通,2
書道,2
書道家,3
書鑑績,3
書院,2
書院番,3
書面,2
書面審理,4
書類,2
書風,2
曹操,2
曹洞,2
曹達,2
曹長,2
曽孫,2
替地,2
替紋,2
最上,2
最下,2
最中,2
最低,2
最優,2
最初,2
最前,2
最北,2
最古,2
最善,2
最多,2
最大,2
最大値,3
最奥,2
最寄,2
最小,2
最少,2
最弱,2
最強,2
最後,2
最悪,2
最愛,2
最新,2
最早,2
最期,2
最深,2
最盛,2
最短,2
最終,2
最良,2
最近,2
最速,2
最適,2
最長,2
最高,2
最高学府,4
月一,2
月下,2
月下氷人,4
月下点,3
月下美人,4
月下老人,4
月並会,3
月中,2
月代,2
月例,2
月光,2
月内,2
月刊,2
月初,2
月別,2
月収,2
月商,2
月報,2
月夜,2
月夜見,3
月天,2
月宮,2
月形,2
月影,2
月日,2
月明,2
月曜,2
月曜日,3
月月,2
月末,2
月本,2
月極,2
月次,2
月氏,2
月産,2
月神,2
月立,2
月経,2
月給,2
月給日,3
月綱,2
月行事,3
月見,2
月見団子,4
月見月,3
月見草,3
月見酒,3
月読,2
月輪,2
月輪熊,3
月長石,3
月間,2
月雪花,3
月霧,2
月面,2
月面図,3
月頃,2
月額,2
月食,2
月齢,2
有主風,3
有事,2
有人,2
有人飛行,4
有体動産,4
有価,2
有価証券,4
有償,2
有利,2
有力,2
有力者,3
有功,2
有効,2
有印,2
有史,2
有司,2
有名,2
有名人,3
有名無実,4
有名税,3
有向,2
有声,2
有孔,2
有害,2
有形,2
有形無形,4
有徳,2
有徳人,3
有心体,3
有志,2
有性,2
有性世代,4
有情,2
有意,2
有意義,3
有所得,3
有数,2
有料,2
有料道路,4
有明,2
有望,2
有期,2
有様,2
有権,2
有権者,3
有機,2
有機物,3
有段,2
有毒,2
有為,2
有為転変,4
有無,2
有理,2
有生,2
有用,2
有界,2
有益,2
有終,2
有給,2
有線,2
有罪,2
有翼,2
有職,2
有能,2
有色,2
有蓋,2
有言実行,4
有識,2
有象無象,4
有道,2
有閑,2
有限,2
有頂天,3
服務,2
服喪,2
服地,2
服属,2
服役,2
服従,2
服毒,2
服用,2
服薬,2
服装,2
服飾,2
朗唱,2
朗詠,2
朗読,2
望外,2
望月,2
望楼,2
望見,2
望遠,2
望郷,2
朝一,2
朝出,2
朝刊,2
朝夕,2
朝市,2
朝廷,2
朝御飯,3
朝政,2
朝敵,2
朝方,2
朝日,2
朝晩,2
朝来,2
朝潮,2
朝礼,2
朝臣,2
朝見,2
朝議,2
朝貢,2
朝賀,2
朝野,2
朝間,2
朝陽,2
朝雲,2
朝霜,2
朝霧,2
朝顔,2
朝風,2
朝食,2
朝飯前,3
朝鮮,2
期先物,3
期待,2
期成,2
期日,2
期日前投票,5
期月,2
期末,2
期末手当,4
期間,2
期限,2
期首,2
木偶,2
木像,2
木刀,2
木口,2
木地,2
木地物,3
木型,2
木場,2
木工,2
木工所,3
木彫,2
木戸,2
木戸銭,3
木星,2
木曜,2
木本,2
木材,2
木杯,2
木板,2
木枠,2
木柵,2
木棺,2
木橋,2
木炭,2
木片,2
木版,2
木理,2
木琴,2
木皿,2
木目,2
木立,2
木管,2
木箱,2
木簡,2
木綿,2
木耳,2
木葉,2
木螺子,3
木製,2
木賊,2
木質,2
木造,2
木造家屋,4
木道,2
木部,2
木陰,2
木霊,2
木馬,2
木魚,2
未了,2
未亡人,3
未分,2
未刊,2
未到,2
未収,2
未婚,2
未完,2
未定,2
未成,2
未成年者,4
未払,2
未明,2
未曽有,3
未来,2
未決,2
未満,2
未然,2
未熟,2
未生,2
未知,2
未納,2
未練,2
未聞,2
未詳,2
未踏,2
未遂,2
未開,2
末代,2
末代物,3
末吉,2
末娘,2
末子,2
末寺,2
末尾,2
末席,2
末年,2
末広,2
末弟,2
末日,2
末期,2
末木,2
末法,2
末男,2
末社,2
末端,2
末節,2
末葉,2
末路,2
末頃,2
本丸,2
本人,2
本人給,3
本件,2
本会,2
本会議,3
本伝,2
本位,2
本体,2
本体論,3
本作,2
本公事,3
本分,2
本初,2
本則,2
本剤,2
本務,2
本勝手,3
本名,2
本命,2
本命馬,3
本品,2
本営,2
本器,2
本因坊,3
本図,2
本国,2
本国法,3
本土,2
本地,2
本地物,3
本坊,2
本城,2
本堂,2
本場,2
本場所,3
本場物,3
本塁,2
本妻,2
本姓,2
本学,2
本宅,2
本官,2
本宮,2
本家,2
本家本元,4
本家本霧,4
本寺,2
本尊,2
本局,2
本屋,2
本屋学問,4
本山,2
本島,2
本州,2
本工,2
本年,2
本年度,3
本庁,2
本店,2
本式,2
本当,2
本心,2
本性,2
本意,2
本態,2
本懐,2
本戦,2
本所,2
本手,2
本拠,2
本拠地,3
本採用,3
本支店,3
本数,2
本文,2
本日,2
本日休業,4
本旨,2
本曲,2
本書,2
本月,2
本望,2
本朝,2
本木,2
本末,2
本末転倒,4
本来,2
本来無一物,5
本来空,3
本校,2
本格,2
本格化,3
本格小説,4
本格派,3
本案,2
本棚,2
本業,2
本権,2
本機,2
本歌,2
本正月,3
本殿,2
本気,2
本法,2
本流,2
本海道,3
本港,2
本源,2
本然,2
本物,2
本田,2
本番,2
本症,2
本省,2
本真,2
本石,2
本社,2
本祭,2
本科,2
本科生,3
本稿,2
本立,2
本章,2
本筋,2
本節,2
本籍,2
本籍地,3
本紀,2
本紙,2
本給,2
本線,2
本編,2
本署,2
本義,2
本職,2
本能,2
本腰,2
本舗,2
本船,2
本艦,2
本花道,3
本茶,2
本草,2
本草学,3
本草家,3
本葉,2
本藩,2
本行,2
本行物,3
本街道,3
本表,2
本製本,3
本誌,2
本語,2
本説,2
本調子,3
本論,2
本貫,2
本質,2
本通,2
本道,2
本選,2
本邦,2
本邸,2
本部,2
本郷,2
本銀,2
本門,2
本間,2
本院,2
本陣,2
本隊,2
本震,2
本革,2
本音,2
本項,2
本領,2
本題,2
本願,2
本館,2
本驚,2
札差,2
札所,2
札束,2
朱印,2
朱子,2
朱色,2
朱門,2
朱鳥,2
朴念仁,3
机上,2
朽木,2
杉内,2
杉原,2
杉山,2
杉戸,2
杉林,2
材料,2
材木,2
材質,2
村中,2
村人,2
村会,2
村八分,3
村内,2
村営,2
村塾,2
村境,2
村娘,2
村政,2
村方,2
村民,2
村社,2
村立,2
村落,2
村道,2
村里,2
村長,2
村雨,2
村高,2
束帯,2
束縛,2
条件,2
条例,2
条文,2
条理,2
条約,2
条線,2
条虫,2
条規,2
条項,2
来世,2
来会,2
来住,2
来園,2
来場,2
来夏,2
来季,2
来学年,3
来学期,3
来客,2
来島,2
来年,2
来店,2
来意,2
来援,2
来攻,2
来日,2
来春,2
来月,2
来朝,2
来期,2
来来世世,4
来校,2
来歴,2
来県,2
来社,2
来航,2
来襲,2
来訪,2
来賓,2
来迎,2
来週,2
来院,2
来館,2
東上,2
東亜,2
東京,2
東側,2
東入,2
東北,2
東北東,3
東半,2
東南,2
東口,2
東名,2
東周,2
東国,2
東大,2
東天,2
東学,2
東宝,2
東宮,2
東家,2
東屋,2
東山,2
東山道,3
東岸,2
東工大,3
東征,2
東方,2
東映,2
東欧,2
東洋,2
東流,2
東海,2
東海道,3
東海道本線,5
東清,2
東漢,2
東漸,2
東独,2
東端,2
東組,2
東経,2
東縁,2
東芝,2
東行,2
東西,2
東証,2
東路,2
東軍,2
東進,2
東遊,2
東道,2
東遷,2
東邦,2
東郊,2
東部,2
東都,2
東門,2
東雲,2
東電,2
東面,2
東風,2
東館,2
東麓,2
松原,2
松山,2
松川,2
松明,2
松林,2
松樹,2
松江,2
松脂,2
松葉,2
松虫,2
松風,2
松風月,3
板前,2
板厚,2
板場,2
板屋,2
板戸,2
板材,2
板橋,2
板石,2
板碑,2
板紙,2
板絵,2
板金,2
板門店,3
析出,2
枕元,2
枕木,2
枕草子,3
枕詞,2
林内,2
林務,2
林地,2
林学,2
林家,2
林政,2
林業,2
林檎,2
林泉,2
林産,2
林立,2
林縁,2
林道,2
林野,2
林間,2
枚挙,2
枚数,2
果名月,3
果実,2
果敢,2
果断,2
果樹,2
果樹園,3
果汁,2
果物,2
果皮,2
果糖,2
果肉,2
果菜,2
枝垂桜,3
枝番,2
枝葉,2
枝豆,2
枠内,2
枠外,2
枠組,2
枠線,2
枠連,2
枢密,2
枢機,2
枢要,2
枢軸,2
枯木,2
枯死,2
枯渇,2
枯草,2
枯葉,2
架台,2
架橋,2
架空,2
架線,2
架装,2
架設,2
柄物,2
柄頭,2
某国,2
某所,2
某日,2
某氏,2
染付,2
染料,2
染物,2
染織,2
染色,2
柔和,2
柔然,2
柔肌,2
柔術,2
柔軟,2
柔道,2
柱廊,2
柱状,2
柱穴,2
柱間,2
柱頭,2
柳営,2
柳多留,3
柳川,2
柳葉,2
査問,2
査定,2
査察,2
査証,2
査読,2
栃木,2
栄光,2
栄典,2
栄冠,2
栄和,2
栄花,2
栄華,2
栄誉,2
栄転,2
栄進,2
栄達,2
栄養,2
栄養価,3
校倉,2
校内,2
校則,2
校務,2
校区,2
校医,2
校友,2
校友会,3
校合,2
校名,2
校地,2
校外,2
校庭,2
校旗,2
校本,2
校歌,2
校正,2
校注,2
校生,2
校異,2
校章,2
校舎,2
校訂,2
校訓,2
校長,2
校長先生,4
校長室,3
校門,2
校閲,2
校風,2
株主,2
株価,2
株券,2
株式,2
株数,2
核子,2
核家族,3
核心,2
核果,2
核種,2
核膜,2
核酸,2
根付,2
根元,2
根城,2
根基,2
根幹,2
根底,2
根性,2
根拠,2
根暗,2
根本,2
根本史料,4
根本的,3
根来,2
根気,2
根治,2
根源,2
根管,2
根粒,2
根絶,2
根茎,2
根菜,2
格上,2
格下,2
格付,2
格付表,3
格別,2
格助詞,3
格変化,3
格外,2
格好,2
格子,2
格安,2
格差,2
格式,2
格技,2
格段,2
格納,2
格言,2
格調,2
格闘,2
格闘技,3
栽培,2
桁下,2
桁数,2
桁橋,2
桁行,2
桂冠詩人,4
桂園時代,4
桃園,2
桃太郎,3
桃尻,2
桃源,2
桃色,2
桃花,2
案下,2
案件,2
案内,2
案出,2
案外,2
案山子,3
案文,2
桑原,2
桑園,2
桑子,2
桑田,2
桑畑,2
桜吹雪,3
桜月,2
桜桃,2
桜樹,2
桜色,2
桜花,2
桟敷,2
桟橋,2
梅園,2
梅干,2
梅林,2
梅毒,2
梅花,2
梅酒,2
梅雨,2
梅雨時,3
梗塞,2
梗概,2
梨園,2
梨子,2
梨花,2
棄却,2
棄損,2
棄教,2
棄権,2
棋力,2
棋士,2
棋戦,2
棋王,2
棋聖,2
棋譜,2
棋道,2
棋院,2
棋風,2
棒状,2
棒球,2
棒線,2
棒術,2
棚卸,2
棚氷,2
棚田,2
棟札,2
森林,2
森林浴,3
森羅万象,4
椅子,2
植字,2
植木,2
植林,2
植栽,2
植樹,2
植民,2
植民地,3
植物,2
植物学,3
植生,2
椎骨,2
検事,2
検事正,3
検事長,3
検体,2
検修,2
検出,2
検分,2
検問,2
検問所,3
検地,2
検定,2
検察,2
検挙,2
検札,2
検査,2
検校,2
検死,2
検波,2
検疫,2
検知,2
検索,2
検視,2
検討,2
検診,2
検証,2
検証物,3
検車,2
検閲,2
検非違使,4
業主,2
業人,2
業前,2
業力,2
業務,2
業務用,3
業容,2
業態,2
業火,2
業物,2
業物大,3
業用書,3
業界,2
業界人,3
業界用語,4
業種,2
業績,2
業者,2
極上,2
極値,2
極光,2
極刑,2
極力,2
極北,2
極印,2
極右,2
極地,2
極夜,2
極大,2
極太,2
極寒,2
極小,2
極左,2
極度,2
極性,2
極悪,2
極意,2
極東,2
極楽,2
極洋,2
極点,2
極秘,2
極端,2
極細,2
極致,2
極論,2
極貧,2
極道,2
極限,2
楼門,2
楼閣,2
楽人,2
楽劇,2
楽勝,2
楽器,2
楽団,2
楽園,2
楽土,2
楽地,2
楽壇,2
楽士,2
楽天,2
楽天主義,4
